TransferId,BudgetLevel,DocType,BFY,RpioCode,FundCode,FundName,DocumentNumber,ProcessedDate,AhCode,AhName,OrgCode,OrgName,RcCode,DivisionName,AccountCode,ProgramAreaCode,ProgramAreaName,ProgramProjectName,ProgramProjectCode,FromTo,BocCode,BocName,Amount,Purpose
991,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,21,TRAVEL,9603.42,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
992,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,38,WORKING CAPITAL FUND,9603.42,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
993,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EH2,ENF,ENFORCEMENT,SUPERFUND: FEDERAL FACILITIES ENFORCEMENT,H2,FROM,21,TRAVEL,3418.4,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
994,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,EH2,ENF,ENFORCEMENT,SUPERFUND: FEDERAL FACILITIES ENFORCEMENT,H2,TO,38,WORKING CAPITAL FUND,3418.4,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
995,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,F72,HS,HOMELAND SECURITY,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",72,FROM,21,TRAVEL,1000,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
996,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,F72,HS,HOMELAND SECURITY,"HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",72,TO,38,WORKING CAPITAL FUND,1000,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
997,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,21,TRAVEL,6000,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
998,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,38,WORKING CAPITAL FUND,6000,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
999,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,21,TRAVEL,6503.53,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1000,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,38,WORKING CAPITAL FUND,6503.53,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1001,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,FROM,21,TRAVEL,9000,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1002,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,TO,38,WORKING CAPITAL FUND,9000,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1003,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,FROM,21,TRAVEL,4583.77,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1004,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,TO,38,WORKING CAPITAL FUND,4583.77,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1005,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,FROM,21,TRAVEL,1500,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1006,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-21-WCF-102020,10/20/2020 20:04,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,TO,38,WORKING CAPITAL FUND,1500,"THIS REPROGRAM MOVES UNUSED TRAVEL FUNDS TO THE WCF TO FUND REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. BUDGET POC: DONNIE HAZLE, 214-665-7105. "
1007,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-36-WSA-102220,10/23/2020 13:19,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,37,CONTRACTS,462.34,"CORRECTS: RP 06-2020-20T-MULT-WSA-102220;FUNDS SENT TO BOC 37, IN ERROR; FUNDS TO BOC 36 FOR REG. PRIORITY MONITOR PURCHASE; THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC; PROGRAM POC:MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1008,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-36-WSA-102220,10/23/2020 13:19,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,36,EXPENSES,462.34,"CORRECTS: RP 06-2020-20T-MULT-WSA-102220;FUNDS SENT TO BOC 37, IN ERROR; FUNDS TO BOC 36 FOR REG. PRIORITY MONITOR PURCHASE; THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC; PROGRAM POC:MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1009,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-36-WSA-102220,10/23/2020 13:19,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,FROM,37,CONTRACTS,1500,"CORRECTS: RP 06-2020-20T-MULT-WSA-102220;FUNDS SENT TO BOC 37, IN ERROR; FUNDS TO BOC 36 FOR REG. PRIORITY MONITOR PURCHASE; THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC; PROGRAM POC:MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1010,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-36-WSA-102220,10/23/2020 13:19,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,TO,36,EXPENSES,1500,"CORRECTS: RP 06-2020-20T-MULT-WSA-102220;FUNDS SENT TO BOC 37, IN ERROR; FUNDS TO BOC 36 FOR REG. PRIORITY MONITOR PURCHASE; THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC; PROGRAM POC:MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1011,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-WSA-102220,10/22/2020 17:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,38,WORKING CAPITAL FUND,462.34,"FUNDS TO WSA FOR REGIONAL PRIORITY PURCHASES; THIS REPROGRAM IS FOR REGION PURCHASE OF MONITORS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1012,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-WSA-102220,10/22/2020 17:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,37,CONTRACTS,462.34,"FUNDS TO WSA FOR REGIONAL PRIORITY PURCHASES; THIS REPROGRAM IS FOR REGION PURCHASE OF MONITORS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1013,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-WSA-102220,10/22/2020 17:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,FROM,38,WORKING CAPITAL FUND,1500,"FUNDS TO WSA FOR REGIONAL PRIORITY PURCHASES; THIS REPROGRAM IS FOR REGION PURCHASE OF MONITORS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1014,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-MULT-WSA-102220,10/22/2020 17:31,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF8,ITDMS,IT / DATA MANAGEMENT / SECURITY,IT/DATA MANAGEMENT,F8,TO,37,CONTRACTS,1500,"FUNDS TO WSA FOR REGIONAL PRIORITY PURCHASES; THIS REPROGRAM IS FOR REGION PURCHASE OF MONITORS. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1015,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,FROM,36,EXPENSES,1200,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1016,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,TO,37,CONTRACTS,1200,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1017,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,36,EXPENSES,29000,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1018,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,37,CONTRACTS,29000,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1019,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,FROM,36,EXPENSES,6800,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1020,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FC6,SF,SUPERFUND CLEANUP,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,C6,TO,37,CONTRACTS,6800,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1021,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FC9,SF,SUPERFUND CLEANUP,SUPERFUND:  FEDERAL FACILITIES,C9,FROM,36,EXPENSES,5200,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1022,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FC9,SF,SUPERFUND CLEANUP,SUPERFUND:  FEDERAL FACILITIES,C9,TO,37,CONTRACTS,5200,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1023,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,36,EXPENSES,85026.99,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1024,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-3637-LAS-70920,7/10/2020 23:00,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,FD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,37,CONTRACTS,85026.99,"THIS TRANSFER MOVES FUNDS FROM VARIOUS PRCS, BOC 36 INTO BOC 37 IN ORDER TO SUPPORT REGIONAL PRIORITIES. THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: MARCUS JACKSON, 214-665-2748; BUDGET POC:DONNIE HAZLE, 214-665-7105 "
1025,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-WSA-81020,8/10/2020 20:12,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,36,EXPENSES,1284.74,XFER VAR FUNDS TO WSA FOR MSD MEDICAL MONITORING 
1026,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-WSA-81020,8/10/2020 20:12,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,37,CONTRACTS,1284.74,XFER VAR FUNDS TO WSA FOR MSD MEDICAL MONITORING 
1027,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-WSA-81020,8/10/2020 20:12,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,41,GRANTS,400,XFER VAR FUNDS TO WSA FOR MSD MEDICAL MONITORING 
1028,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-WSA-81020,8/10/2020 20:12,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,37,CONTRACTS,400,XFER VAR FUNDS TO WSA FOR MSD MEDICAL MONITORING 
1029,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-WSA-81020,8/10/2020 20:12,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,FROM,41,GRANTS,1900,XFER VAR FUNDS TO WSA FOR MSD MEDICAL MONITORING 
1030,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-VAR-WSA-81020,8/10/2020 20:12,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JE5,O+A,OPERATIONS AND ADMINISTRATION,"CENT. PLAN., BUDGET, & FINANCE",E5,TO,37,CONTRACTS,1900,XFER VAR FUNDS TO WSA FOR MSD MEDICAL MONITORING 
1031,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-WSA-WCF-93020,10/1/2020 0:46,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,FROM,38,WORKING CAPITAL FUND,2912.87,"THIS REPROGRAM SWAPS FUNDS FOR THE FOH IA. THIS RETURNS FUNDS TO WCF THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: HEATHER CHANDLER, 214-665-8032; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1032,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-WSA-WCF-93020,10/1/2020 0:46,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,37,CONTRACTS,2912.87,"THIS REPROGRAM SWAPS FUNDS FOR THE FOH IA. THIS RETURNS FUNDS TO WCF THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: HEATHER CHANDLER, 214-665-8032; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1033,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-WSA-WCF-93020,10/1/2020 0:46,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,FROM,37,CONTRACTS,884.74,"THIS REPROGRAM SWAPS FUNDS FOR THE FOH IA. THIS RETURNS FUNDS TO WCF THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: HEATHER CHANDLER, 214-665-8032; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1034,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-WSA-WCF-93020,10/1/2020 0:46,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,JC7,ENF,ENFORCEMENT,SUPERFUND:  ENFORCEMENT,C7,TO,38,WORKING CAPITAL FUND,884.74,"THIS REPROGRAM SWAPS FUNDS FOR THE FOH IA. THIS RETURNS FUNDS TO WCF THERE IS NO NEGATIVE IMPACT TO THE LOSING BOC. PROGRAM POC: HEATHER CHANDLER, 214-665-8032; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1035,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-YF5X52-37-66-80620,8/27/2020 15:17,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF5X52,O+A,OPERATIONS AND ADMINISTRATION,HR SIGN LANGUAGE,F5,FROM,37,CONTRACTS,474.96,"INITIAL FUNDING FOR R6 TO JOIN HDQTRS' BLANKET PURCHASE AGREEMENT FOR INTERPRETIVE SERVICES. REQUEST FROM TERRY ROUNDTREE, R6 REASONABLE. ACCOM. COORD; PROGRAM POC: ANGELA RESTIVO, 214-665-7123; BUDGET POC: DONNIE HAZLE, 214-665-7105 "
1036,7,RP,2020,06,T,SUPERFUND,RP 06-2020-20T-YF5X5266YF37-60820,7/1/2020 14:49,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF5X52,O+A,OPERATIONS AND ADMINISTRATION,HR SIGN LANGUAGE,F5,FROM,37,CONTRACTS,277.55,"THIS REPROGRAM MOVES FUNDS TO RPIO 66, ORG YF FOR HQ BLANKET PURCHASE AGREEMENT FOR INTERPRETATIVE SERVICES; PROGRAM POC:ANGELA RESTIVO, 214-665-7123;BUDGET POC:DONNIE HAZLE, 214-665-7105; RPIO: 202-564-7897; LAUREL AJABI, X5955, KATY BERREY,X0777, DAVETTA WILLIAMSON, X1568, SARA VANFOSSEN,X2259, KWAME OBENG, X6269"
1037,7,RP,2020,06,T,SUPERFUND,RP 66-T-2020-09-00746,6/25/2020 11:38,06,06 DALLAS,06,06 DALLAS,06,REGION 06 DALLAS,YF2,O+A,OPERATIONS AND ADMINISTRATION,FACILITIES INFRASTRUCTURE AND OPERATIONS,F2,TO,37,CONTRACTS,31664,THIS REPROGRAMMING MOVES SUPERFUND F2 FUNDS FROM OMS/IO TO REGION 6 TO PROVIDE FUNDING TO THE WSA (06N) FOR THE EL PASO MOVE PROJECT RWA. CONTACT: KATY BERREY 202-564-0777 
1038,7,RP,2020,06,T,SUPERFUND,RP 72-2020-T-72-065,7/28/2020 15:46,6A00R,REGION 06 REMEDIAL,6A00R,REGION 06 REMEDIAL,06,REGION 06 DALLAS,DD2,SF,SUPERFUND CLEANUP,SUPERFUND: REMEDIAL,D2,TO,37,CONTRACTS,2641203,"TO ISSUE $2,641,203 TO REGION 6 FOR ONGOING RA AND LTRA. SPECIFICALLY FOR: AMERICAN CREOSOTE WINNFIELD (OU1 RA001 $890,562 ), GARLAND CREOSOTING (OU1 LR001 $950,641) AND JONES ROAD (OU1 RA004   $800,000 ). CONTACT MARISSA MULLINS 202-564-5848 AND KEVIN HOLLINGSWORTH (703) 603-9058."
